Movie Name,Genre,Description,Crew,Keywords
Mere Pyare Prime Minister,Drama,"While vacationing in Greece, four friends are rattled by a series of supernatural incidents that get increasingly dangerous. They must now team up with their tour guide Vedant and a ...                See full summary��",,
Hume Tumse Pyaar Kitna,"Action, Drama, Romance",A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother. A small boy has to achieve the impossible.,,
Hamid,Drama,It is about limerence of Dhruv (played by Bohra) resulting from an obsessive attraction to Ananya (played by Banerjee).,,
Mumbai Mirror,"Action, Crime, Thriller","Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God, by dialing this number. He wants to talk to his father, who his mother tells him has gone to Allah. One fine day the phone call is answered.",,
Welcome to New York,"Comedy, Drama",A cop tries to expose a drug racket run by a goon who considers himself a king. But occasionally strange turns change the game and the lives of the players involved in it.,,
The Fakir of Venice,Drama,"Welcome to New York is a comedy film, in which Hero (Diljit Dosanjh), a sloppy recovery agent, and Jeenal Patel (Sonakshi Sinha), a fashion designer, become part of a big Bollywood event in New York - and chaos ensues.",,
Chicken Curry Law,Drama,"Adi gets hired by a Venetian artist to find a fakir for an art installation in Venice. However, he encounters a daily wage labourer, Sattar, and plans to make Sattar pose as the fakir.",,
Blackboard vs Whiteboard,"Action, Family",An ambitious and innocent girl falls prey to the power of money and politics.,,
Gone Kesh,"Comedy, Drama","When a news reporter arrives at the school and challenges the school authorities to improve their condition within 15 days, Amit and Dinanath have no other way out than to accept the challenge. Will they be able to fulfill this challenge?",,
Lateef to laden,Comedy,"Enakshi is diagnosed with Alopecia, where she begins to lose hair from her scalp. Although she finds her temporary fix to this, it begins to steal previous years of her youth and takes her life by a storm. Will she be able to find a cure?",,
Teri Bhabhi Hai Pagle,"Action, Comedy",It's a story of a shepherd 'Lateef'. He lives in a small town of Kashmir. He is a very innocent boy. He is less educated but wants to join the police. One day he meet with a girl 'Chandni'....                See full synopsis��,,
Shaadi Teri Bajayenge Hum Band,Comedy,"Dev (Rajniesh) is an Assistant Director working in television serials and aspires to direct a film. He approaches Raj Chopra( Krushna Abhishek), a superstar actor with his story. Raj Chopra...                See full summary��",,
Khajoor Pe Atke,Comedy,The story mainly builds on confusion and how that creates a huge humorous ruckus that will leave its audience in splits.,,
Shortcut Romeo,"Action, Crime, Drama","Hilarity ensues when a member of the Sharma family tethers between life and death as his relatives from across the country set up camp in Mumbai waiting for the inevitable that seems to have been delayed, indefinitely.",,
Crazy Cukkad Family,Comedy,Suraj spots a couple making love on a golf course and video films the entire event. He blackmails the couple and asks them to ensure that he has a luxurious life in return for the footage.,,
Baankey Ki Crazy Baraat,Comedy,"This roller coaster ride begins with the Wealthy Mr. Beri slipping into his third Coma. His four estranged children have to make it back home to be there while their father ""hopefully"" ...                See full summary��",,
Chinar Daastaan-E-Ishq,Romance,"It's a quirky situational comedy that tickles your funny bone, unexpectedly. The ensemble cast of actors that creates a laugh riot, that escalates in to a hangama ~ that will leave you ...                See full summary��",,
Gour Hari Dastaan: The Freedom File,"Biography, Drama","Based on Urdu novel Jheel Jalti Hai, the film aspires to be an iconic love story of Jamaal (Faissal Khan) and Suraiyya (Inayat Sharma). Sadly, more than the somber story, the experience of watching this film is more tragic.",,
Ranchi Diaries,Thriller,"The film tells the dramatic tale of two generations locked in a see-saw battle- one extolling values, the other groping in the dark.",,
Tell Me O Kkhuda,"Action, Crime, Drama","An aspiring model, her friends and her godfather try to make it big in the small town of Ranchi.",,
Prem Kaa Game,"Comedy, Drama","After finding she was adopted as child, a young woman sets out to look for her biological parents.",,
Yamla Pagla Deewana Phir Se...,"Action, Comedy, Drama","After his wife and daughter go to visit relatives, a man decides to have an affair with his attractive neighbor.",,
Sharma Ji Ki Lag Gayi,Comedy,An upright Ayurveda practitioner is hounded by big pharmacy giants for his age-old formula that cures everything.,,
Hum Chaar,Drama,"Professor Sharma Ji (Brijendra Kala) is quite a prude, but happens to be the sex columnist of 'Jhunjhuna Samachar', a weekly newspaper owned by the wealthy and influential Murli (Krishna ...                See full summary��",,
Hogaya Dimaagh Ka Dahi,"Comedy, Drama","The story of the film revolves around four college friends went their own direction in life, but remained inseparable from each other.",,
Jaanisaar,"Drama, Romance","A father puts his sons into a situation where they undergo hardships of life, learn about relationships and understanding the reality of life.",,
Mumbai Can Dance Saalaa,Drama,"A love saga of a revolutionary courtesan of Avadh, India, and a prince brought up in England, set 20 years after the first war of Indian Rebellion of 1857",,
Sabki Bajegi Band,"Comedy, Drama",Add a Plot,,
Jai Ho! Democracy,"Comedy, War",2010-2019 Bollywood Movies,,
Love Exchange,Romance,"Jai Ho Democracy, is an Indian comedy film from the writer of 1983 bollywood cult film Jaane Bhi Do Yaaro. It is a dark satire on Indian politics and takes a dig at the existing social and political morass India is staring at currently.",,
Miss Tanakpur Haazir Ho,"Comedy, Crime, Family","Love Exchange is a romantic journey of a culturally opposite couple -Siddharth Sathe and Shanoo Kapoor. They meet at their work place, become good friends and ultimately fall in love. Things are fine till they decide to get married.",,
Yaara Silly Silly,Romance,Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. ...                See full summary��,,
Meeruthiya Gangsters,"Comedy, Crime","A sex worker and her client meet each other again after having spent a night together before. Through a journey, they discover each other and a relationship that change their lives forever.",,
Once Upon a Time in Bihar,Thriller,Unemployed college students becomes Gangsters to fulfil their financial needs and events followed by their decision to be Gangster in the the backdrop of Meerut City of India.,,
"Take It Easy
(I)",Drama,"This story is based on real incidents, set in the year 2003 - 2004 in ravenous terrains of Buxar District of Bihar.",,
Balwinder Singh Famous Ho Gaya,Comedy,"The protagonists are both almost ten-year-old children. The father of one of them is a player who wants hist son to become one too, but his son is more interested in Studying. The other ...                See full summary��",,
Heartless,"Drama, Family, Romance",The story of Balwinder Singh Famous Ho Gaya (2014) is two central characters Mika Singh and Shaan and the confusion they create to win the heart of the girl of their dreams because of their same name 'Balwinder Singh'.,,
Children of War,"Drama, History, War","A young man, Aditya Singh (Adhyayan), who fell deeply in love with a beautiful girl (Ariana). Soon he had a severe heart-attack, and when consulted with his doctor-friend (Shekhar Suman), ...                See full summary��",,
Bhopal: A Prayer for Rain,Drama,Would you go to war for peace? A war child's search for acceptance and a nation inundated in blood.,,
Be-Careful,"Comedy, Crime, Drama","Interwoven stories of people in India and US as they face dilemmas of life time in the months leading to the biggest Industrial disaster in human history that claimed 10,000 innocent lives within a few hours. Inspired by real events.",,
Apartment: Rent at Your Own Risk,"Drama, Mystery, Thriller","In a bid to escape their domineering wives, two womanizing slackers get saddled with a corpse amongst other challenges in a foreign country.",,
Mummy Punjabi: Superman Ki Bhi Maa!!,"Comedy, Drama",A jilted woman feels threatened after renting a room to a female.,,
Challo Driver,Comedy,An eccentric woman's life undergoes many changes as she prepares for the marriage of her children.,,
M3 - Midsummer Midnight Mumbai,Thriller,"When a rich spoilt brat's grandfather hires a female chauffer for him, the fun unfolds.",,
Gang of Ghosts,"Comedy, Horror",Add a Plot,,
Ekkees Toppon Ki Salaami,Comedy,"A group of ghosts reside in an old house and live in harmony despite cultural differences. However, when they learn that a builder plans to demolish the building, they come together to stop him.",,
Jal,Drama,"Follows two brothers and their quest to fulfill their father's last wish, a twenty-one gun salute.",,
Machhli Jal Ki Rani Hai,Horror,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,,
Mastram,"Biography, Drama","It's not just a matter of one spirit, it's a matter of multiple possessions in one body.",,
Khwaabb,"Drama, Romance, Sport",How a clerk became an erotica writer.,,
Ya Rab,"Action, Crime, Drama","Khwaab is a story about the birth of a dream, of ambition and the fierce passion to achieve that dream amidst unceasing tribulations. This intense personal journey is set in the larger, ...                See full summary��",,
Yeh Hai Bakrapur,"Comedy, Drama",The idea behind Ya Rab is to show how Islam has been used as a tool to propagate terrorism. The film focuses on issues where so called self proclaimed Maulanas (Islamic Preachers) ...                See full summary��,,
Zed Plus,"Comedy, Drama","Set an against the backdrop of rural India this social satire dwells on the relationship between 8year old Zulfi Quereshi, his pet goat ShahRukh and the village barber(Anshuman Jha)",,
Rajjo,"Drama, Romance","A political satire involving a small town in Rajasthan, where the local government is on the verge of collapsing due to factors such as corruption.",,
Hum Hai Raahi CAR Ke,"Comedy, Romance",The journey of a nautch girl in the most extraordinary circumstances. Rajjo and Chandu fall in love against the backdrop of the dying Kothas of Mumbai.,,
Sona Spa,"Drama, Mystery, Thriller",Hum Hai Raahi CAR Ke is the story of two friends who on one New Year's night decide to travel from Mumbai to Pune. But a trip that should only take a couple of hours ends up becoming an ...                See full summary��,,
What the Fish,"Adventure, Comedy, Drama","The world is deprived of sleep. In Sona Spa you can buy sleep for yourself. Here Girls (Sleep Workers) sleep for you, not with you. However they can also inhabit the kingdom of their ...                See full summary��",,
Dehraadun Diary,Thriller,"A woman Sudha, before leaving for a month-long holiday, instructs Sumit to regularly feed her pet fish. But when she returns home, she is shocked to see her house in an utter mess. What could have happened?",,
Shree,"Sci-Fi, Thriller",The story revolves around the daughter of a politician who is in love with the son of a retired IAS officer but her lover is killed by her brother due to their status difference. The ...                See full summary��,,
Saare Jahaan Se Mehnga...,"Comedy, Drama","Shree, an ordinary man, works at a telecom company. In love with Sonu but cannot marry yet as need to make some basic money. Randhawa, a wealthy businessman, in his ceaseless pursuit of ...                See full summary��",,
Club 60,Drama,"A man under pressure due to the countrys growing inflation rates comes up with a unique idea to deal with the rising prices. However, things go wrong and his naivety lands him in big trouble.",,
?: A Question Mark,"Horror, Mystery, Thriller","A glance at 62 years old Manu bhai Shah (Raghubir Yadav) and how he appears peculiar in his outfit, crazy in his behavior, flamboyant in his style, loud and funny in his conversation and ...                See full summary��",,
Aalaap,Sci-Fi,"A group of friends went to shoot their film project, but never returned. A few days later, their camera was found.",,
Ajab Gazabb Love,"Comedy, Romance",Artdirector Md asdulla khan,,
Chakradhaar,"Action, Crime, Drama","Rajveer falls in love with Madhuri. He realizes that she hates rich people. So Rajveer, along with his family, pretends to be poor to win Madhuri's love.",,
Ata Pata Lapatta,"Comedy, Musical","Shravan, a student, gets embroiled in the world of crime, after he is falsely accused of murdering his principal Shrivastav. He then decides to fight back for justice and change in the society, thus becoming 'Pandit' from 'Shravan'.",,
Bumboo,Comedy,Madhav Chaturvedi files a police complaint that his whole house has been robbed.But it is suspected to be done himself in order to claim the insurance amount.The case becomes lot of ...                See full summary��,,
Daal Mein Kuch Kaala Hai,Comedy,"Bumboo movie is based on one simple idea. Every person meets someone, who screws it up and makes life miserable (In the 'Bambaiyya' lingo it is called as 'Vaat Lagna'). In Bumboo the movie ...                See full summary��",,
From Sydney with Love,"Comedy, Romance",Daal Mein Kuch Kaala Hai is a tale of a budding actress (Veena Malik) who is over motivated to become a successful in Bollywood. The story starts with Mr. Dabu who is a middle aged man in ...                See full summary��,,
Chal Pichchur Banate Hain,"Comedy, Drama","It was a dream come true for Meghaa Banerjee, a small town girl in West Bengal, India when she earned a scholarship from the prestigious University of New South Wales in Australia to pursue...                See full summary��",,
Chhodo Kal Ki Baatein,"Comedy, Drama, Family","Suraj has everything any young man would kill for - an MBA, a well-paid job and an offer from UK with a salary of 5,000 pounds. But Suraj is no ordinary boy! He has only one passion - ...                See full summary��",,
"Ghost
(I)",Horror,"A workaholic wakes up to find himself stuck in a time warp. What follows is a series of bizarre events, until he meets a mystery man who gives him life-changing lessons.",,
Kamaal Dhamaal Malamaal,"Comedy, Drama","A hospital finds itself the victim of a string of gruesome murders. Assigned to the case, Detective Vijay Singh enlists the help of a newly recruited female doctor to solve the seemingly supernatural case.",,
Janleva 555,"Musical, Romance, Thriller","Jhonny is often fooled by villagers as he is fit for nothing. He is in love with Maria but is often targeted by her brothers. Then enters Sam, who will be like a Samaritain to Jhonny's family.",,
Gattu,Drama,JANLEVA 555 is a breathtaking musical romance thriller set in the heartlands of rural India where a group of young filmmakers end up in the jungles just to discover a shocking truth from ...                See full summary��,,
Life Ki Toh Lag Gayi,"Action, Comedy",A cheeky nine-year-old boy called Gattu lives in Roorkee. The small town along with Gattu shares an obsession with flying kites and defeating the ruler of the skies above Roorkee.,,
"Love, Wrinkle-free","Comedy, Drama, Romance","A one-day journey of four different people struggling in the city of Mumbai. One with vengeance, one on a mission, one with hope and one looking to con.",,
Maximum,"Action, Crime, Drama",Beauty on the inside is just as important when looking for love as beauty on the outside. Right? A FilmBuff Presentation.,,
Qasam Se Qasam Se,Romance,"Revolves around two cops who wants be at the top, find themselves at loggerheads with each other whatever it takes to be.",,
Rakhtbeej,Thriller,"The film is a love story between Rohan (Azim Rizvi) and Faith (Faith Mehra). Set in a college, Rohan's friend Vijay (Faraaz) ends up falling in love with the same girl as Rohan and all hell...                See full summary��",,
Rush,"Crime, Thriller","Rakhtbeej is the story of two men, from two different generations. Even though their worlds are different their lives keep intersecting. Abhay Jatav from humble beginnings, ends up becoming...                See full summary��",,
Sadda Adda,"Comedy, Drama, Romance","Story of a struggling news reporter engulfed by the veneer of glamour, money, power and the enviable life of media.",,
Shudra the Rising,History,"'The only thing that will stop you from fulfilling your dreams is you"" People have dreams, but not all of us have the guts to put faith in ourselves. Most of us lose focus and give up. We ...                See full summary��",,
The Lost Tape,"Adventure, Horror",Shudra - The Rising is the story of 250 million people subjugated in war and condemned to slavery and bestial existence for ages. These peace loving and imprudent people of ancient times ...                See full summary��,,
Qayamat Hi Qayamat,"Action, Drama","Five youngsters went into the woods of Chail, Himachal Pradesh to explore an old urban legend's story. They were completely unaware of the fact that they were slowly becoming part of the ...                See full summary��",,
"The Forest
(I)","Drama, Horror, Thriller",Add a Plot,,
Will You Marry Me,Comedy,More than a 150 people are killed in leopard or tiger attacks in India every year due to rampant poaching and encroachment on the wilderness. Such animals have no choice but to invade human...                See full summary��,,
Yeh Jo Mohabbat Hai,Drama,A group of bachelors place a wager to see who will go the longest time without getting married.,,
Bin Bulaye Baraati,"Action, Comedy, Crime",Will an old enmity between their respective Rajput families stop two lovers Karishma and Karan from eloping.,,
Naughty @ 40,"Comedy, Drama",Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,,
Breakaway,"Comedy, Drama, Sport",A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.,,
Teen Thay Bhai,"Comedy, Drama",An ethnic Canadian hockey player struggles against traditional family values and discrimination from mainstream hockey players.,,
Chala Mussaddi - Office Office,"Comedy, Drama","In order to inherit a mansion, three squabbling brothers must fulfill their late grandfather's wishes.",,
Hum Tum Shabana,"Comedy, Crime, Drama","A recently widowed and retired school-teacher must prove to corrupt government officers that he is alive, so he can receive his pension.",,
Kucch Luv Jaisaa,Drama,"Two colleagues, who woo the same woman, are abducted by her gangster uncle.",,
Phhir,"Drama, Mystery, Romance","After getting bored with her love less marriage life, a wife decides to get a breathe of fresh air and meets a hit man.",,
Bhindi Baazaar,"Crime, Drama, Thriller","With the help of the police and a psychic, a husband attempts to try and locate his missing wife.",,
Dam999,"Adventure, Drama, Sci-Fi",Power struggles ensue in a gang after the sudden death of their leader.,,
Damadamm!,"Comedy, Drama, Romance","After many years two mariners return to homeland with the hope of a new beginning, little did they know about a disaster that would change their destiny.",,
Turning 30!!!,"Comedy, Drama, Romance","On a break from his pushy girlfriend, a male falls for the sister of his employer.",,
404: Error Not Found,"Drama, Mystery, Thriller","Naina grapples with heartbreak and a crisis in her advertising career, while facing her 30th birthday.",,
Miley - Naa Miley - Hum,"Comedy, Drama, Romance",A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,,
Sahi Dhandhe Galat Bande,"Action, Comedy, Drama",A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,,
Zokkomon,"Action, Adventure, Family",The son of a politician is abducted. The kidnappers play a dangerous double game to support activists against land grabbing by the Government.,,
Lanka,"Action, Crime, Drama","An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.",,
Mod,"Drama, Romance, Thriller",A woman recounts her story of being confined to live as an unwed wife of an influential gangster.,,
"Soundtrack
(I)","Comedy, Drama, Musical",A woman falls for a male she believes is her class-mate until she finds out that he is an unknown and unstable inmate from a mental institute.,,
Tere Mere Phere,"Comedy, Drama, Romance","Loud music, substance and alcohol abuse wreck the life and career of a talented music composer.",,
I Am Singh,"Action, Crime, Drama",An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,,
Shabri,"Action, Crime, Drama",Neo-Nazis and bigoted police oppress and target vulnerable Sikhs & Asians in post 9-11 America.,,
Shakal Pe Mat Ja,"Comedy, Crime, Drama",An impoverished woman faces off against gangsters as well as the police after her brother is killed.,,
Yeh Dooriyan,"Drama, Romance","Airport security and the Anti-Terrorist Squad interrogate wise-cracking, suspicious-looking amateur film-makers.",,
Gandhi to Hitler,"Drama, History, War",A divorced businesswoman with two children falls in love with a much younger man.,,
Happy Husbands,"Comedy, Drama","Adolf Hitler assists India in its freedom struggle against the British, while Mohandas Gandhi writes to him to end the violence.",,
Trapped in Tradition: Rivaaz,"Crime, Drama, Thriller",Three married men seek counseling from a fourth in order to meet and date other women.,,
Stand By,"Drama, Sport, Thriller",A man falls in love with a village belle who is destined for traditional prostitution.,,
Jo Hum Chahein,"Drama, Romance","Corruption, favoritism and nepotism threaten and endanger the career and life of an aspiring football player.",,
Love Express,"Comedy, Drama","In his bid to quickly boost his career, a male alienates himself from his family, friends, and true love.",,
United Six,"Action, Drama, Thriller",A series of rumors and the incompatibility of the bride and groom threaten to derail a train-bound wedding party.,,
Aagaah: The Warning,"Drama, Horror, Thriller","Six women decide to break into a bank, withdraw at the 11th hour - but must go on the run after the bank gets robbed by unknown person(s).",,
"Bubble Gum
(II)",Drama,The body of a young girl is eerily possessed by a recently deceased terrorist.,,
Yeh Faasley,"Crime, Drama, Mystery","A teenager faces interfering parents, a sibling, and a rival for the girl he loves.",,
Lamhaa: The Untold Story of Kashmir,"Action, Drama, Thriller",A daughter uncovers a dark secret from her wealthy father's past.,,
Hum Tum Aur Ghost,"Comedy, Drama, Fantasy",Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.,,
Toh Baat Pakki!,"Comedy, Drama",An alcoholic and insomniac photographer is approached by deceased persons' souls in order to try and resolve their concerns.,,
Well Done Abba!,Comedy,"A pushy busybody invites a young man to be her tenant, in hopes of arranging a marriage for her younger sister; but then has to get rid off him when she believes she has found an even better match.",,
Jaane Kahan Se Aayi Hai,"Comedy, Drama, Fantasy","A mild mannered chauffeur finds that the government in his parched village is giving loans to dig one's own well. After fudged photographs and bribes, he has no loan amount left to build his well. Aggrieved, he protests by abjuring water.",,
Aashayein,Drama,"Rejected by the woman he loves, a man must find true love for an amazon from Venus.",,
Hello Darling,"Comedy, Drama",2010-2019 Bollywood Movies,,
Help,"Horror, Thriller",Three harassed female employees fear they have killed their very-much-alive boss and try to dispose off the dead body of an unknown male.,,
Tum Milo Toh Sahi,"Comedy, Drama",An unhappily married pregnant woman suspects her vengeful deceased twin has returned from the dead.,,
City of Gold - Mumbai 1982: Ek Ankahee Kahani,"Crime, Drama",An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.,,
"Click
(I)","Drama, Horror, Mystery",An impoverished family faces challenges and obstacles after strikes/shut-downs/arson shut down Mumbai's mills.,,
Phas Gaye Re Obama,"Comedy, Crime, Drama",A photographer and his girlfriend enter a nightmarish world after they run over a woman.,,
"Road, Movie","Adventure, Comedy, Crime","Om Shastri, a recession victim comes to India to sell his ancestors property to clear is debt. On reaching he comes to know that selling the property will make his family homeless in India. Later he is kidnapped by goons thinking a rich NRI.",,
Bumm Bumm Bole,"Drama, Family, Thriller",A young man's journey across the mythic Indian landscape becomes a life-changing odyssey.,,
It's a Wonderful Afterlife,"Comedy, Drama, Fantasy",Pinu loses his sister Rimzim's shoes so they both decide to share a pair of shoes until their father has saved enough money to buy a new pair.,,
Lahore,"Action, Drama, Sport",A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.,,
Red Alert: The War Within,"Action, Drama, Thriller",A cricketer turns kick-boxer in order to avenge the death of his brother.,,
Mallika,"Horror, Mystery, Thriller",An impoverished cook is forced to join a band of Naxalites.,,
Mirch,"Comedy, Drama, Fantasy","Tormented by nightmares, a woman experiences more horror when she goes to relax at a resort.",,
Rokkk,"Drama, Horror, Mystery",A story-writer attempts to convince a producer to accept four erotic stories from the Panchtantra.,,
The Film Emotional Atyachar,"Comedy, Crime, Drama","New Delhi-based Anushka Walia, who lives with her widowed mother, gets a phone from her frightened sister, Ahana Warda, from Goa. Shortly thereafter a male comes on the phone and informs ...                See full summary��",,
Hide & Seek,"Drama, Horror, Thriller",A businessman runs into corrupt police officers and gangsters after procuring a bag full of cash,,
Kaalo,"Action, Drama, Horror",Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.,,
Na Ghar Ke Na Ghaat Ke,"Comedy, Drama",Passengers on a stranded bus in a desert are attacked by a vengeful winged witch.,,
The Japanese Wife,"Drama, Romance",A naive villager faces challenges when he gets a job in a big city.,,
"Chase
(I)","Action, Crime, Drama",Pen pals decide to get married and carry on a long-term relationship.,,
Kushti,"Comedy, Sport",Police launch a manhunt for an escaped rehab-patient/terrorist responsible for the assassination of a politician,,
Muskurake Dekh Zara,"Comedy, Horror, Romance",A small-framed postmaster must prove his one-sided love for a wrestler's daughter.,,
"Payback
(I)","Action, Crime, Drama",Add a Plot,,
Antardwand,"Crime, Drama",A man decides to re-pay a good Samaritan but regrets doing so after he finds out that he is an assassin.,,
Ek Second... Jo Zindagi Badal De...,"Drama, Romance, Thriller",A young man is kidnapped by a local strongman with the intention of forcing him to marry his daughter to secure a family alliance.,,
My Friend Ganesha 3,"Animation, Action, Comedy",A dual look at a woman's life - when she misses her train; and when she actually catches it.,,
Pankh,Drama,"Abused by his relatives, a young boy seeks the help of a truck-driver's wife, and Bhagwan Shri Ganeshji.",,
Striker,"Action, Crime, Drama","After maturing, a Bollywood child artiste longs to act as an adult.",,
Family of Thakurganj,"Action, Drama","Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots, Suryakant - one of four siblings from Malad's Malvani slums, heads home. While doing so, ...                See full summary��",,
Chaarfutiya Chhokare,"Drama, Thriller",The film is based on small town of North India. Film's story is about confrontation of love and thoughts. Along with entertainment.,,
No Fathers in Kashmir,Drama,"An NRI Neha Malini (Soha Ali Khan) returns to India to start a school in Bihar. As she meets three boys who want to join the school, she slowly uncovers a political and criminal nexus which binds them all.",,
PM Narendra Modi,"Biography, Drama","A teenage British Kashmiri, Noor, retraces her roots. She is joined by Majid, a local Kashmiri boy who is more smitten by her exotic foreignness than her obsession to unravel the mysteries of their disappeared fathers.",,
Black Home,"Drama, Thriller",Biography of India's Prime Minister Shri Narendra Modi.,,
Mr. Singh/Mrs. Mehta,Drama,"Rajawadi Remand Home is in lot of controversy because of many illegal activities. DK, a news channel bureau chief wants to bring the facts out but the system is not so easy to expose.",,
Jo Dooba So Paar: It's Love in Bihar!,"Comedy, Crime, Drama",A wife embarks on a steamy affair with an artist after finding out that her husband is having an affair with his wife.,,
